url,name,description,language,Category,blockchain,updated_at
https://api.github.com/repos/xaya/xaya,xaya,XAYA - Opensource Blockchain Gaming Platform,C++,Others,others,2025-03-03 13:09:50+00:00
https://api.github.com/repos/microsoft/0xDeCA10B,0xDeCA10B,Decentralized & Collaborative AI on Blockchain,JavaScript,Others,0x,2024-12-20 04:40:05+00:00
https://api.github.com/repos/cleanunicorn/karl,karl,Monitor smart contracts deployed on blockchain and test against vulnerabilities,Python,Others,ethereum,2025-02-13 19:45:24+00:00
https://api.github.com/repos/staketechnologies/Plasm,Plasm,The Scaling DApps Platform on Polkadot using Plasma and State Channel.,Rust,Others,multi,2025-03-05 15:51:39+00:00
https://api.github.com/repos/bitcoinjs/wif,wif,Bitcoin Wallet Import Format JS encoding/decoding module,JavaScript,Crypto,bitcoin,2024-06-25 11:45:22+00:00
https://api.github.com/repos/mollie/Magento,Magento,"iDEAL, Creditcard, Bancontact/Mister Cash, SOFORT, Bank transfer, Bitcoin, PayPal & paysafecard for Magento",PHP,Crypto,bitcoin,2024-07-15 09:06:04+00:00
https://api.github.com/repos/horizontalsystems/bitcoin-kit-android,bitcoin-kit-android, Full SPV wallet toolkit implementation for Bitcoin and Bitcoin Cash protocols. Implemented on Kotlin.,Kotlin,Crypto,multi,2025-03-04 09:46:07+00:00
https://api.github.com/repos/web3connect/web3connect,web3connect,A single Web3 / Ethereum provider solution for all Wallets,TypeScript,Crypto,ethereum,2025-03-04 14:27:42+00:00
https://api.github.com/repos/goerli/ethstats-server,ethstats-server,Ethereum network status dashboard for PoW and PoA networks,JavaScript,Others,ethereum,2024-12-17 16:59:13+00:00
https://api.github.com/repos/in3rsha/bitcoin-utxo-dump,bitcoin-utxo-dump,Get a list of UTXOs (unspent transaction outputs) from your Bitcoin Core client.,Go,Crypto,bitcoin,2024-03-06 12:09:30+00:00
https://api.github.com/repos/iExecBlockchainComputing/iexec-dapps-registry,iexec-dapps-registry,Registry for sample iExec dapps,JavaScript,Others,multi,2024-04-24 07:15:59+00:00
https://api.github.com/repos/stoodkev/hive-keychain,hive-keychain,A wallet browser extension for the Hive blockchain and cryptocurrency,JavaScript,Crypto,others,2025-03-05 02:27:13+00:00
https://api.github.com/repos/modood/xmrkeygen,xmrkeygen,A very simple and easy to use monero(xmr) key/wallet generator.,Go,Crypto,monero,2024-04-07 03:33:38+00:00
https://api.github.com/repos/binance-chain/whitepaper,whitepaper,Binance Smart Chain,,Crypto,binance,2024-08-20 02:08:54+00:00
https://api.github.com/repos/smartbugs/smartbugs,smartbugs,SmartBugs: A Dataset of Vulnerable Solidity Smart Contracts,Python,Others,ethereum,2025-03-03 17:22:42+00:00
https://api.github.com/repos/LedgerHQ/ledger-app-monero,ledger-app-monero,Monero wallet application for Ledger Blue and Nano S,Python,Crypto,monero,2025-02-26 16:53:37+00:00
https://api.github.com/repos/Nethereum/NethereumBlazor,NethereumBlazor,"Nethereum Light Blockchain Explorer Explorer, Wallet using Blazor, ReactiveUI",C#,Crypto,ethereum,2024-07-09 21:20:21+00:00
https://api.github.com/repos/ConsenSys/blockchainSecurityDB,blockchainSecurityDB,,HTML,Others,multi,2024-06-24 13:22:54+00:00
https://api.github.com/repos/monero-ecosystem/monero-javascript,monero-javascript,Monero wallet and daemon JavaScript API.,JavaScript,Crypto,monero,2025-02-28 13:55:16+00:00
https://api.github.com/repos/Someguy123/LiteVault,LiteVault,LiteVault - Secure Online Litecoin Wallet https://www.litevault.net,JavaScript,Crypto,litecoin,2024-12-08 01:36:26+00:00
https://api.github.com/repos/MetaMask/eth-hd-keyring,eth-hd-keyring,A simple standard interface for an HD ethereum wallet.,,Crypto,ethereum,2024-10-07 08:50:36+00:00
https://api.github.com/repos/madfish-solutions/thanos-wallet,thanos-wallet,"Wallet for Tezos blockchain as browser extension. Providing ability to manage NFT, XTZ tokens & interact with dApps",TypeScript,Crypto,tezos,2025-03-05 20:34:38+00:00
https://api.github.com/repos/cculianu/Fulcrum,Fulcrum,A fast & nimble SPV Server for Bitcoin Cash,C++,Crypto,multi,2025-02-13 01:06:16+00:00
https://api.github.com/repos/LedgerHQ/ledger-app-btc,ledger-app-btc,Bitcoin wallet application for Ledger Blue and Nano S,C,Crypto,bitcoin,2024-12-18 15:57:51+00:00
https://api.github.com/repos/tomochain/tomomaster,tomomaster,"Validators Voting Contracts, Governance DApps",Vue,Others,ethereum,2024-12-12 15:37:16+00:00
https://api.github.com/repos/cointastical/P2P-Trading-Exchanges,P2P-Trading-Exchanges,Person-to-Person bitcoin Trading Exchanges,,Crypto,bitcoin,2024-07-21 23:45:43+00:00
https://api.github.com/repos/mzollin/qr-pirate,qr-pirate,crawl QR-codes from search engines and look for bitcoin private keys,Python,Others,bitcoin,2025-02-26 20:45:06+00:00
https://api.github.com/repos/decred/dcrtime,dcrtime,"Decred anchored timestamp client, proxy and server.",,Others,decred,2025-02-14 19:23:01+00:00
https://api.github.com/repos/qtumproject/qtum-web-wallet,qtum-web-wallet,A web wallet for QTUM,Vue,Crypto,qtum,2024-03-27 02:24:04+00:00
https://api.github.com/repos/ontio/ontology-explorer,ontology-explorer,Ontology blockchain explorer,,Others,ontology,2025-03-04 02:52:07+00:00
https://api.github.com/repos/LedgerHQ/ledger-app-eth,ledger-app-eth,Ethereum wallet application for Ledger Blue and Nano S,C,Crypto,ethereum,2025-03-05 17:12:17+00:00
https://api.github.com/repos/AdChain/AdChainRegistryDapp,AdChainRegistryDapp,adChain Registry dApp,JavaScript,Others,ethereum,2024-06-13 15:55:36+00:00
https://api.github.com/repos/gcash/bchwallet,bchwallet,A secure bitcoin cash wallet daemon written in Go (golang),Go,Crypto,multi,2025-01-15 07:25:28+00:00
https://api.github.com/repos/PierreRochard/bitcoin-acks,bitcoin-acks,,Python,Others,bitcoin,2024-04-22 19:21:02+00:00
https://api.github.com/repos/openberry-ac/instagram,instagram,Create an Instagram-like DApp with IPFS ,JavaScript,Others,others,2025-02-15 09:10:29+00:00
https://api.github.com/repos/simondlr/thisartworkisalwaysonsale,thisartworkisalwaysonsale,A digital art project on Ethereum that uses harberger tax to have an always-on auction. Tax is patronage to artist.,,Others,ethereum,2024-05-29 19:08:00+00:00
https://api.github.com/repos/coinolio/coinolio,coinolio,"Bitcoin and Altcoin trades logging and tracking. Including Profit / Loss calculations, Price Charts and realtime updates.",,Crypto,multi,2024-07-03 06:33:24+00:00
https://api.github.com/repos/IBM/fabric-contract-attribute-based-access-control,fabric-contract-attribute-based-access-control,A repo to demonstrate how to implement attribute-based-access-control in Hyperledger Fabric for a supply-chain use case using IBM Blockchain Platform VSCode extension.,JavaScript,Others,hyperledger fabric,2024-04-03 18:22:48+00:00
https://api.github.com/repos/curly60e/pyblock,pyblock,Bitcoin Blockclock ,Python,Crypto,bitcoin,2025-02-25 17:37:53+00:00
https://api.github.com/repos/tintinweb/smart-contract-sanctuary,smart-contract-sanctuary,???????????????????? That place where ethereum smart contracts feel home.,,Others,ethereum,2024-06-28 00:05:40+00:00
https://api.github.com/repos/zcash/zcash-android-wallet-sdk,zcash-android-wallet-sdk,Wallet Proof of Concept,Rust,Crypto,zcash,2025-03-03 15:59:05+00:00
https://api.github.com/repos/darwinia-network/darwinia,darwinia,"Darwinia: The hub relay chain for the darwinia parachains and appchains, able to connect to Polkadot",,Others,polkadot,2025-03-06 00:25:52+00:00
https://api.github.com/repos/skalenetwork/sgxwallet,sgxwallet,"sgxwallet is a next generation hardware secure crypto wallet that is based on Intel SGX technology. It currently supports Ethereum and SKALE, and will support Bitcoin in the future.  Sgxwallet is under heavy development and use by SKALE.",C++,Crypto,multi,2025-02-04 13:56:43+00:00
https://api.github.com/repos/invisible-college/democracy,democracy,An Ethereum distributed app (dapp) for recording work-hours and sharing a multi-signature wallet.,HTML,Crypto,ethereum,2024-07-26 23:32:01+00:00
https://api.github.com/repos/everett-protocol/keplr-extension,keplr-extension,Keplr is a browser extension wallet for the Inter blockchain ecosystem.,TypeScript,Crypto,cosmos,2025-03-06 04:38:11+00:00
https://api.github.com/repos/jonatack/bitcoin-development,bitcoin-development,"Various notes, todos and ideas for development work on Bitcoin",,Others,bitcoin,2024-12-05 15:17:04+00:00
https://api.github.com/repos/horizontalsystems/ethereum-kit-android,ethereum-kit-android,Open-source fully functional wallet implementation for Ethereum protocol. Using this toolkit you can built ethereum + ERC 20 token wallet in no time :),,Crypto,ethereum,2025-02-28 11:30:09+00:00
https://api.github.com/repos/cashweb/stamp,stamp,Stamp is a Bitcoin Cash powered internet relay chat,JavaScript,Others,bitcoin cash,2024-05-02 03:02:15+00:00
https://api.github.com/repos/electroneum/electroneum-blockchain-explorer,electroneum-blockchain-explorer,,,Others,tron,2024-03-29 10:24:06+00:00
https://api.github.com/repos/bubelov/coins-android,coins-android,Thousands of merchants already accept Bitcoin. This app will help you find them.,Java,Others,bitcoin,2025-01-25 14:27:37+00:00
https://api.github.com/repos/thetatoken/theta-infrastructure-ledger-explorer,theta-infrastructure-ledger-explorer,Explorer for the Theta Ledger,JavaScript,Others,theta,2025-02-05 03:03:04+00:00
https://api.github.com/repos/BlocknetDX/blockdx-ui,blockdx-ui,BLOCK DX p2p exchange dapp,JavaScript,Crypto,others,2024-04-03 16:35:58+00:00
https://api.github.com/repos/input-output-hk/cardano-ledger-specs,cardano-ledger-specs,A formal specification and executable model of the ledger rules introduced by the Shelley release,TeX,Crypto,cardano,2025-03-05 18:44:21+00:00
https://api.github.com/repos/Councilbox/cbx-quorum-explorer,cbx-quorum-explorer,The open source block explorer for Quorum-based blockchains ⛓️,JavaScript,Others,quorum,2024-10-23 13:55:16+00:00
https://api.github.com/repos/Synthetixio/synthetix-js,synthetix-js,Stablecoin payments for your JavaScript crypto dApps,JavaScript,Crypto,multi,2024-08-26 14:49:40+00:00
https://api.github.com/repos/GoodDollar/GoodDAPP,GoodDAPP,,,Crypto,ethereum,2025-03-05 10:19:28+00:00
https://api.github.com/repos/tycooperaow/ipfstagram,ipfstagram,A blockchain powered verison of instagram,JavaScript,Others,others,2024-10-25 04:27:05+00:00
https://api.github.com/repos/crossclaim/xclaim-sol,xclaim-sol,"XCLAIM(BTC,ETH): Solidity implementation for Bitcoin backed tokens on Ethereum",JavaScript,Crypto,multi,2024-03-25 22:04:17+00:00
https://api.github.com/repos/Coldcard/ckbunker,ckbunker,CKBunker - A Bitcoin HSM solution to securely authorize transactions using an online Coldcard (over Tor),JavaScript,Others,bitcoin,2024-08-06 11:12:34+00:00
https://api.github.com/repos/openeth-dev/gsn,gsn,GSN - Ethereum Gas Station Network,JavaScript,Others,ethereum,2024-10-04 23:35:50+00:00
https://api.github.com/repos/status-im/ens-usernames,ens-usernames,,,Others,ethereum,2024-06-24 17:29:48+00:00
https://api.github.com/repos/artyomLisovskij/solidity-erc20-token-bootstrap,solidity-erc20-token-bootstrap,This is basic ERC20 ethereum token source code.,,Crypto,ethereum,2024-04-05 10:35:47+00:00
https://api.github.com/repos/exonum/blockchain-explorer,blockchain-explorer,An explorer for Exonum blockchains,JavaScript,Others,others,2024-03-09 17:23:21+00:00
